lat,lon,bonitet,лён,картофель,овёс,рожь,пшеница
58.802,39.019,48,непригодная,непригодная,непригодная,непригодная,непригодная
58.388,40.05,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.284,39.916,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.932,39.975,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.357,38.592,42,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
56.704,38.728,76,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.735,39.25,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.27,39.702,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
57.636,39.478,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.638,40.436,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.173,39.205,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.977,38.513,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.967,38.52,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.136,39.049,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.501,39.236,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.906,38.346,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.049,38.33,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.013,37.799,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.585,38.922,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.407,38.976,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.059,38.518,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.84,38.531,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.82,39.376,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.821,39.675,48,непригодная,непригодная,непригодная,непригодная,непригодная
58.176,40.773,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.084,39.358,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.249,38.676,76,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.345,38.066,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.444,39.984,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.768,39.026,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.311,40.441,69,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.773,39.374,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.24,38.913,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.527,39.532,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.128,40.047,57,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.233,40.841,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.035,39.019,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.196,39.347,71,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.568,39.568,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.773,38.766,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.07,39.837,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.675,39.073,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.454,39.521,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.324,39.593,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.24,39.415,46,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.665,38.495,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.93,38.877,75,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.768,39.232,65,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.757,40.041,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.853,38.066,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.302,39.699,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.691,38.784,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.382,39.614,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.284,40.438,66,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.331,37.846,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.474,37.966,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.031,39.444,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.628,40.341,64,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.524,39.365,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.658,38.786,81,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.367,38.66,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.092,39.026,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.484,40.21,49,непригодная,непригодная,непригодная,непригодная,непригодная
57.012,38.85,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.869,39.442,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.338,39.774,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.977,39.934,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.81,40.511,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.121,39.632,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.909,39.263,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
56.725,39.148,76,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
56.847,38.947,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.018,37.758,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.606,39.324,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.154,38.703,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.669,37.898,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.651,39.211,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.52,40.931,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.435,39.218,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.456,38.927,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.545,37.916,73,непригодная,ограниченно пригодная,непригодная,ограниченно пригодная,непригодная
56.84,39.067,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.903,40.38,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.293,38.165,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.987,39.916,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.568,40.093,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.112,39.051,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.867,38.201,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.375,38.554,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.133,39.408,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.639,38.025,52,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.477,38.678,50,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.121,40.007,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.638,39.923,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.967,38.617,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.946,37.767,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.724,37.846,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.458,40.859,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.182,39.634,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.808,39.198,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.329,37.537,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.652,38.54,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.569,40.174,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.56,39.645,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.358,39.157,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.768,39.381,56,непригодная,непригодная,непригодная,непригодная,непригодная
57.669,38.972,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.618,39.324,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.532,40.258,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.569,39.315,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.524,38.922,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.675,38.472,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.759,39.586,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.939,38.895,75,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.357,37.962,42,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.551,39.08,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.76,40.185,64,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.203,38.24,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.622,39.65,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.125,40.633,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.74,39.562,52,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.491,40.373,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.711,39.928,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.984,37.609,78,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.432,39.159,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.053,39.471,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.319,39.878,53,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.982,40.312,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.192,40.518,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.74,38.655,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.19,38.305,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.685,39.272,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.915,37.546,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.896,39.333,60,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.3,38.411,49,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.296,39.616,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.679,40.194,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.166,38.066,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.121,40.201,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.945,38.499,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.219,37.977,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.877,38.538,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.539,38.24,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.851,38.235,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.455,38.753,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.467,38.432,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.196,39.88,56,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.633,38.574,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.385,39.614,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.458,40.334,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.496,39.905,48,непригодная,непригодная,непригодная,непригодная,непригодная
58.589,39.634,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.043,39.557,58,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.444,38.678,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.573,38.303,78,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.903,39.496,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.348,38.637,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.877,40.316,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.158,38.276,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.257,40.588,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.726,38.642,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.729,38.786,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.346,39.067,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.634,39.058,48,непригодная,непригодная,непригодная,непригодная,непригодная
57.189,38.933,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.889,40.601,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.691,38.843,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.977,38.176,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.938,38.757,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.657,37.844,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.544,38.475,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.738,37.792,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.344,38.174,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.136,38.777,71,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.539,39.824,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.946,40.224,59,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.094,39.95,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.368,40.163,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.27,39.869,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.246,39.968,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.827,37.715,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.47,40.088,52,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.375,38.461,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.789,38.215,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.321,37.577,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.051,40.151,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.237,38.861,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.394,40.163,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.885,39.462,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.92,37.851,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.843,38.805,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.326,38.829,46,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
56.632,39.39,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.116,38.158,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.364,39.008,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.374,38.744,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.539,38.818,46,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.167,39.695,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.573,39.028,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.767,40.328,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.18,38.33,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.57,38.0,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.352,38.411,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.802,39.141,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.395,40.38,52,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.532,39.76,53,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.535,39.324,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.48,38.147,73,непригодная,ограниченно пригодная,непригодная,ограниченно пригодная,непригодная
57.416,38.447,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.336,38.398,46,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.98,38.224,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.403,40.777,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.576,40.179,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.511,39.295,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.491,37.851,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.888,39.331,49,непригодная,непригодная,непригодная,непригодная,непригодная
58.24,37.69,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.913,37.638,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.599,38.902,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.373,39.72,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.943,39.299,75,непригодная,ограниченно пригодная,непригодная,ограниченно пригодная,непригодная
57.516,38.949,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.351,39.426,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.483,38.447,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.014,38.649,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.833,38.599,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.118,39.324,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.363,38.581,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.627,38.725,81,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.271,39.026,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.088,39.168,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.498,40.084,53,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.458,38.947,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.542,39.164,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.681,38.235,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.013,38.393,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.413,38.402,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.38,39.06,70,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
